,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
9485,3,2,3,96,11,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,25,64,0,0,0,0,0.0333333333,0.5,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,-1,1,1,0,1
4947,1,0,3,58,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,13,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
9920,2,1,4,91,3,0,0,0,7,0,0,0,0,9,1,1,0,0,1,0,19,65,0,0,0,0,0.2413793103,0.2916666667,0,1,1,0,1,0.1724137931,0,0,0,0,0,1,0,0,1,-1,1,-1,0,0
1963,3,1,4,67,0,0,0,0,1,0,0,0,0,5,1,1,0,0,1,0,26,34,0,0,0,0,0.0769230769,0.0,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,-1,1,1
8243,1,0,11,170,1,0,0,0,0,0,0,0,0,41,1,1,0,0,1,0,26,137,0,0,2,1,0.6470588235,0.9032258065,1,1,0,0,0,0.3529411765,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1
6590,2,1,2,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,8,0,0,0,0,0.0,0.0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
8847,2,0,4,160,4,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,14,139,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
321,2,0,4,58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,34,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
2678,2,1,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,19,0,0,0,1,0.9743589744,0.1,1,1,1,1,1,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,-1
4625,2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,18,0,0,0,0,0.3333333333,0.7777777778,0,1,1,1,0,0.6666666667,1,0,0,0,0,0,0,0,1,1,1,0,-1,-1
4949,4,1,4,157,0,0,0,0,0,7,1,0,0,17,1,0,0,0,0,0,22,27,100,0,0,0,1.0,0.0307692308,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1
8328,3,1,2,54,0,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,18,21,7,0,0,0,0.0115606936,0.3076923077,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3337,1,0,6,61,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,17,37,0,0,0,0,0.2403846154,0.0322580645,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
5589,3,2,2,70,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,29,21,12,0,0,0,0.2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
251,4,1,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,16,5,0,0,0,0.0,0.6428571429,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1
3973,4,1,1,49,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,17,10,14,0,0,0,0.1176470588,0.2727272727,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
6630,1,0,3,34,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,17,10,0,0,0,0,0.1172839506,0.5795454545,1,1,0,1,0,0.0,0,0,0,0,1,0,0,0,1,1,-1,0,0,1
5547,2,1,2,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,8,0,0,0,0,0.0,0.0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
35,2,1,9,152,15,0,0,1,0,0,0,0,0,27,1,1,0,0,1,0,16,129,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8362,2,0,2,36,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,13,16,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1513,2,0,5,137,1,0,0,0,3,0,1,0,0,16,1,1,0,0,1,0,14,87,28,0,0,0,0.0405405405,1.0,1,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,1
9317,3,2,0,32,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,24,1,0,0,0,0,0.0,0.5,0,1,0,0,0,0.0142857143,0,0,0,0,0,1,0,1,0,1,0,1,0,1
39,2,0,4,92,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,73,0,0,0,0,0.6666666667,0.25,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,-1,1,1,0,0
4819,3,0,3,72,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,17,48,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
3465,2,0,5,50,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,12,31,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,-1
1760,2,1,2,52,0,0,0,0,1,0,1,0,0,4,1,1,0,0,0,0,21,13,10,0,0,0,0.010989011,0.6842105263,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1
2304,3,1,2,61,0,0,1,0,0,0,0,0,0,5,1,1,0,0,1,0,15,39,0,0,0,0,0.1896551724,0.328358209,0,1,0,0,0,0.0057471264,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3723,10,0,4,92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,63,0,0,1,1,0.9444444444,0.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,1,1,1,-1
8284,2,1,2,41,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,18,0,0,0,0,0.076433121,0.2916666667,0,1,0,0,0,0.0318471338,0,0,0,0,0,0,0,0,1,1,1,1,0,1
4993,3,1,3,59,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,16,36,0,0,0,0,0.0,0.0597014925,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8127,4,1,2,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,22,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
3032,2,0,1,71,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,12,52,0,0,0,0,0.5112781955,0.1894736842,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
7938,2,1,2,51,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,17,11,15,0,0,0,0.0980392157,0.5238095238,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
3039,2,1,4,75,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,46,0,0,0,0,0.1225,0.5384615385,0,1,0,0,0,0.025,0,0,0,0,1,1,0,0,1,0,0,1,0,1
9655,1,0,3,70,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,13,31,18,0,0,0,0.2052980132,0.9743589744,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1
2545,2,0,7,90,1,1,0,0,1,0,1,0,0,13,1,1,0,0,0,0,26,47,9,0,1,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
2592,2,0,6,65,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,17,41,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
1188,4,1,1,67,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,32,28,0,0,0,0,0.1224489796,0.8235294118,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,-1,1
7966,1,0,5,79,6,0,0,0,1,0,1,0,0,10,1,1,0,0,1,0,11,50,10,0,0,0,0.2258064516,0.9833333333,1,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1
6077,3,1,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,9,0,0,0,0,0.75,1.0,1,1,0,1,0,0.25,1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1
107,2,0,4,77,3,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,10,60,0,0,0,0,0.0909090909,0.5454545455,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
1315,4,1,2,122,1,0,0,0,2,0,7,6,0,5,1,0,0,0,0,0,20,13,81,0,0,0,0.0188679245,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8187,2,1,1,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,7,0,0,0,0,0.0348525469,0.7,0,1,1,0,1,0.0053619303,0,0,0,0,0,0,0,0,1,1,1,-1,0,1
2753,5,1,2,59,1,0,0,0,0,0,2,1,0,9,1,1,0,0,0,0,15,6,30,0,0,0,0.0982142857,0.4,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
9753,3,1,7,93,1,0,0,0,0,0,0,0,0,19,1,1,0,0,1,0,22,64,0,0,0,0,0.0,0.125,0,1,1,0,0,0.9230769231,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1
6231,3,1,4,136,6,0,0,0,0,0,1,0,0,8,1,1,0,0,1,0,21,96,11,0,0,0,0.0846560847,0.5873015873,0,1,1,0,1,0.0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1
2876,2,1,4,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,14,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5323,6,1,3,53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,18,28,0,0,0,0,0.0,0.0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
799,2,0,2,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,13,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
3570,3,1,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,18,0,0,0,0,0.1761904762,0.3548387097,0,1,0,0,0,0.0047619048,0,0,0,0,1,1,0,0,1,1,1,1,0,1
2894,1,0,4,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,27,0,0,0,0,0.8275862069,0.7866666667,0,1,0,1,0,0.0724137931,1,0,0,0,0,1,0,0,1,0,-1,0,0,-1
2927,2,0,2,52,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,14,21,9,0,0,0,0.1947743468,0.1451612903,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
8178,1,0,2,65,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,50,0,0,0,0,0.1060606061,0.3928571429,1,1,1,0,0,0.1136363636,0,0,0,0,1,0,0,0,1,0,-1,1,0,1
971,2,1,2,51,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,11,14,18,0,0,0,0.0181818182,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
6687,2,1,2,58,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,36,0,0,0,0,0.0098522167,0.4375,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
8575,2,0,4,50,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,20,23,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1
2020,2,1,3,55,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,31,0,0,0,0,0.1446540881,1.0,1,1,0,0,0,0.0566037736,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1
9054,2,0,4,73,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,13,53,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1
952,7,3,10,199,3,0,0,0,1,0,2,1,0,24,1,0,0,1,1,0,31,103,57,0,0,0,0.375,0.7142857143,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,-1,-1,-1,1,0,0
5359,1,0,2,97,4,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,18,57,14,0,0,0,0.119047619,0.3333333333,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1
3857,3,1,3,54,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,28,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
5861,3,1,3,60,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,28,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
3145,3,2,3,112,5,3,0,0,0,0,0,0,0,15,1,1,0,1,0,0,47,58,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
3305,3,1,3,77,5,1,0,0,0,0,0,0,0,6,1,1,0,0,1,0,20,50,0,0,0,0,0.3582089552,0.9259259259,0,0,0,0,0,0.0298507463,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0
3006,1,0,3,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,26,0,0,0,0,0.0,0.0,0,1,1,0,1,0.7272727273,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1
9001,2,0,2,45,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,8,30,0,0,0,0,0.0897435897,0.1481481481,0,1,1,1,1,0.0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
7770,2,1,6,95,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,35,53,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,-1
7438,3,1,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,23,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
7942,2,1,2,99,7,0,0,0,0,0,3,2,0,7,1,1,0,0,0,0,13,35,43,0,0,0,0.0118055556,0.9928571429,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1
9238,6,4,4,125,4,2,0,0,0,0,0,0,0,18,1,1,0,0,0,0,42,43,32,0,2,0,0.0,0.0357142857,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,-1,-1,1,1,1,1
1056,2,0,4,85,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,61,0,0,0,0,0.4,0.9375,1,1,0,0,0,0.1,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,0
3154,1,0,2,94,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,13,74,0,0,0,0,0.201754386,0.9230769231,1,1,0,0,0,0.0877192982,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1
3787,1,0,2,117,14,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,16,94,0,0,0,0,0.0551948052,0.2444444444,0,1,1,0,0,0.0584415584,0,0,0,0,1,1,0,0,1,-1,1,1,0,1
9189,2,0,4,99,0,0,0,0,2,0,1,0,0,33,1,0,0,0,1,0,14,30,47,0,0,0,0.2291666667,0.2075471698,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1
7825,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0.137254902,1.0,1,0,0,0,0,0.0392156863,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1
7539,2,0,5,57,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,15,35,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
7231,2,1,7,63,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,14,42,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1
764,3,1,6,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,68,6,0,1,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
5019,2,1,2,80,0,0,0,0,0,4,1,0,0,8,1,0,0,0,1,0,19,6,47,0,0,1,0.0,0.16,0,1,1,0,1,0.0243902439,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1
4903,2,0,2,36,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,18,11,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1
8093,2,0,1,109,1,0,0,0,1,0,5,4,0,7,1,0,0,0,0,0,25,10,66,0,0,0,0.0185185185,1.0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,1
6843,3,2,5,121,5,4,0,0,0,0,0,0,0,22,1,1,0,1,1,0,66,48,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1
2165,2,0,1,77,0,0,0,0,1,0,4,3,0,3,1,1,0,0,1,0,15,17,37,0,0,0,0.0137931034,0.4285714286,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,1
1862,2,0,3,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,26,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
7850,3,1,5,80,0,0,0,0,1,0,0,0,0,12,1,1,0,0,0,0,29,44,0,0,1,0,0.6666666667,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,0
9123,3,1,3,96,1,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,24,51,13,0,0,1,0.125,0.9696969697,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1
2340,3,1,3,68,3,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,26,35,0,0,0,0,0.1161290323,0.9666666667,0,0,0,0,0,0.0064516129,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1
5527,1,0,1,104,0,0,0,0,2,7,4,3,0,15,1,0,0,0,0,0,11,8,77,0,0,0,0.44,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,0
6743,1,0,2,62,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,42,0,0,0,0,0.036199095,0.2727272727,0,1,0,0,0,0.0226244344,0,0,0,0,0,1,0,0,1,0,1,1,0,1
4003,3,1,2,37,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,17,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
1123,3,1,5,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,48,0,0,0,0,0.6,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0
8709,1,0,5,71,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,20,44,0,0,0,0,0.0842105263,0.9344262295,1,1,0,1,0,0.0,0,0,0,1,0,1,0,0,1,0,-1,0,0,1
4049,1,0,3,60,0,0,0,0,1,0,0,0,0,16,1,1,0,0,0,0,7,46,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1
7640,2,0,2,112,8,0,0,0,0,0,2,2,0,11,1,1,0,0,0,0,17,22,65,0,0,0,0.0597402597,0.0677083333,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
765,1,0,2,43,0,0,0,0,2,0,1,0,0,5,1,1,0,0,0,0,8,17,10,0,0,0,0.1739130435,0.4038461538,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
2344,2,0,2,81,1,0,0,0,0,0,5,4,0,3,1,0,0,0,0,0,14,15,44,0,0,0,0.0747663551,0.0608108108,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
